Model code,Brand,Revenue (EUR),Revenue Change (%),Revenue Change (EUR),Units,Units Change (%),Units Change,Price (EUR),Price Change (%),Price Change (EUR),Price index,Price index Change,Act. Num. Dist.,Act. Num. Dist. Change (pp),TPR units,TPR units Change (%),TPR units Change
55QA7D63,METZ,2091.57,1.777,1338.37,8,2,6,249,-0.074,-20,35,-1,0,0,8,,
XR-65A83K,TOSHIBA,2091.31,0.377,572.31,4,0.322,1,512.96,0.041,20.31,72,7,0.001,0,0,,
70PUS8506,TOSHIBA,2086.17,0.367,559.96,5,0.808,2,405.96,-0.244,-131.04,57,-14,0.001,0,,,
GQ65QN95A,LG,2080,0.219,373,4,0.333,1,520,-0.086,-49,73,-2,0.001,0,0,,
TX-65MXX979,SAMSUNG,2059.2,,,2,,,1029.6,,,144,,0,,,,
75NANO769QA,PANASONIC,2040.38,-0.362,-1157.66,5,-0.297,-2,392.38,-0.092,-39.79,55,-2,0.001,-0.1,5,,
TX-65JXW604,TOSHIBA,2037.13,-0.439,-1593.02,4,-0.556,-5,509.28,0.263,105.93,71,18,0.001,0,0,,
D50U860B2CW,HISENSE,2033.04,1.1,1065.08,2,1,1,1016.52,0.05,48.56,142,15,0,0,0,,
LED-4243,LG,2009.01,,,1,,,2009.01,,,280,,0,,0,,
LT-55VA3355,TELEFUNKEN,2007.85,0.298,460.86,5,0.325,1,378.71,-0.021,-8.04,53,2,0.001,0,,,
TX-65GXN888,BANG & OLUFSEN,1999.2,,,10,,,199.92,,,28,,0.006,,,,
S82U8251MM,HISENSE,1999,-0.728,-5352.11,1,-0.667,-2,1999,-0.184,-451.37,279,-43,0,0,,,
LT-50VU8156,JAY-TECH,1998,,,2,,,999,,,139,,0,,0,,
GU55BU8079,ANTTEQ,1997.5,,,3,,,799,,,111,,0,,0,,
GQ43LS01BH,PANASONIC,1997,-0.866,-12943.42,1,-0.865,-6,1997,-0.008,-16.25,278,14,0,-0.1,0,,
55E77KQ,TELEFUNKEN,1996.62,1.496,1196.64,5,1.5,3,399.32,-0.002,-0.67,56,3,0.001,0,,,
TX-75LXN978,TELEFUNKEN,1979.92,,,2,,,989.96,,,138,,0,,0,,
OLED65C28LB,METZ,1974,-0.455,-1645,6,-0.455,-5,329,0,0,46,3,0.001,-0.1,0,,
55OLED837,TELEFUNKEN,1959.93,1.333,1119.96,7,1.333,4,279.99,0,0,39,2,0,0,0,,
XU50SN550S,PHILIPS,1952.66,-0.623,-3228.34,4,-0.596,-7,439.49,-0.067,-31.51,61,-1,0.001,-0.1,,,
65MUC8001Z,LOEWE,1932.33,0.081,145.28,3,-0.001,0,729.99,0.082,55.63,102,13,0,0,0,,
LT-32VAH3255,PANASONIC,1930.55,,,5,,,429.01,,,60,,0,,0,,
D43U750X2CWI,TELEFUNKEN,1926.63,-0.644,-3487.94,3,-0.638,-6,566.66,-0.016,-9.36,79,3,0.001,0,0,,
GQ75Q80B,PHILIPS,1925.19,0.024,44.57,3,0.034,0,641.73,-0.01,-6.76,89,4,0,0,0,,
D65V950M2CWH,BLAUPUNKT,1910.92,3.023,1435.94,8,3,6,238.87,0.006,1.38,33,2,0,0,0,,
50PUS8837,LG,1907.5,,,3,,,763,,,106,,0.002,,0,,
43UR91006LA,TELEFUNKEN,1899.9,22.752,1819.91,10,9,9,189.99,1.375,110,26,16,0,0,,,
50FK2E,BANG & OLUFSEN,1899.87,0.512,643.12,8,0.138,1,230.29,0.328,56.94,32,9,0.002,0,7,-0.09,-1
55 GUA 8100 MANHATTAN,REFLEXION,1898.88,-0.871,-12825.78,1,-0.871,-8,1699,0,0,237,14,0,-0.1,0,,
43PUS8548,DYON,1893.57,,,9,,,203.92,,,28,,0.001,,0,,
65PUS8506,METZ BLUE,1876.7,0.129,214.06,4,0,0,480.51,0.129,54.81,67,11,0.001,0,0,,
TX-43MSW504,PANASONIC,1869.1,-0.839,-9731.03,4,-0.833,-20,467.28,-0.033,-16.06,65,2,0.001,-0.1,,,
55HK5300,LG,1851.01,,,4,,,445.82,,,62,,0.001,,,,
TX-50LXW724,SAMSUNG,1849.02,-0.594,-2707.72,2,-0.543,-2,924.51,-0.111,-115.61,129,-8,0,0,,,
OLED55C24LA,LG,1845.95,0.319,446.95,1,0.421,0,1299,-0.071,-100,181,-3,0,-0.8,,,
50 CUA 7250 ROM,CELLO,1829.07,1.222,1005.84,6,1.667,4,304.85,-0.167,-61.03,43,-6,0.001,0,,,
GQ43QN92C,PANASONIC,1828.3,-0.306,-807.93,6,-0.255,-2,297.28,-0.07,-22.26,41,-1,0.002,0,,,
32 CHA 6250 WIEN,TELEFUNKEN,1814.14,7.446,1599.34,7,5.071,6,249,0.391,70,35,11,0.001,0.1,0,,
XF32AN660S,PANASONIC,1812.25,,,4,,,499.93,,,70,,0.001,,0,,
50PUS8807,METZ BLUE,1802.63,5.029,1503.63,7,5.625,6,272.09,-0.09,-26.91,38,-1,0.001,0.1,,,
43PUS9235,SONY,1799,0.429,540,1,0,0,1799,0.429,540,251,85,0,0,0,,
TX-65MXF977,LG,1798,0,0,2,0,0,899,0,0,125,7,0,0,0,,
K430FGT,CHIQ,1796,-0.733,-4939,4,-0.733,-11,449,0,0,63,4,0,0,0,,
LT-32VFE5256,LG,1795,-0.251,-600,4,-0.2,-1,448.75,-0.063,-30.25,63,0,0.001,0,,,
55E61KT,SAMSUNG,1790.42,0.978,885.36,2,1,1,895.21,-0.011,-9.85,125,6,0,0,0,,
TV A2 32,METZ,1759.89,0.842,804.21,11,0.897,5,159.99,-0.029,-4.78,22,1,0,0,0,,
GQ65Q60B,TECHNISAT,1758.18,1,879.18,2,1,1,879.09,0,0.09,123,7,0,0,0,,
65PUS7556,LG,1750.19,1.264,977.24,2,1.19,1,799,0.034,26.05,111,10,0,0,0,,
GU75CU8079,LG,1750.19,0.167,250.79,2,0.217,0,799,-0.041,-34,111,2,0,0,,,
TX-24GW324,TECHNISAT,1749,1.75,1113,11,1.75,7,159,0,0,22,1,0.001,0.1,0,,
LUNIS 55 TY92 OLED TWIN R,XIAOMI,1737,-0.419,-1254.18,3,-0.4,-2,579,-0.032,-19.24,81,2,0,0,0,,
SRT50UD7553,LG,1733.03,0.029,49.23,3,-0.056,0,509.71,0.09,41.99,71,10,0.001,0,1,-0.622,-2
FWD-75X90H,TELEFUNKEN,1727.07,0.951,841.68,10,1.199,5,174.5,-0.113,-22.25,24,-2,0.001,0,,,
GQ50Q80C,PANASONIC,1723.26,-0.261,-607.24,4,-0.255,-1,420.31,-0.008,-3.42,59,3,0.001,0,0,-1,-1
55A67H,STRONG,1712.27,0.094,147.7,6,0.2,1,285.38,-0.088,-27.54,40,-1,0.001,0,5,,
TX-65JZX1509,TOSHIBA,1704.94,0.386,474.98,6,0.5,2,284.16,-0.076,-23.33,40,-1,0,0,,,
55MUD6011Z,SAMSUNG,1700.52,1.834,1100.52,1,0,0,1700.52,1.834,1100.52,237,158,0,0,0,,
XR-77A84K,TECHNISAT,1699.95,,,5,,,339.99,,,47,,0.001,,0,,
32MTD4001Z,SONY,1699,0.133,200,1,0,0,1699,0.133,200,237,40,0,0,0,,
43PFS5507,LG,1698,,,2,,,849,,,118,,0,,0,,
KD-43X89K,PHILIPS,1697,,,3,,,565.67,,,79,,0.001,,3,,
TX-43JXW604,PANASONIC,1691.15,-0.571,-2254.86,1,-0.617,-2,1299,0.119,138.41,181,29,0,0,0,,
TX-42LZW984,LG,1687,,,2,,,843.5,,,118,,0,,0,,
32LA3B63,BLAUPUNKT,1671.33,2.277,1161.36,10,2.333,7,167.13,-0.017,-2.86,23,1,0,0,0,,
KD-50X72K,SONY,1666,-0.788,-6187.02,1,-0.833,-5,1666,0.273,357.16,232,60,0,-0.1,0,-1,-5
43E7KQ,METZ,1649.97,,,3,,,549.99,,,77,,0,,0,,
LED-3283DE,METZ,1646.1,0.18,251.1,6,0.2,1,274.35,-0.017,-4.65,38,2,0.001,0,,,
D65U750E2CW,SAMSUNG,1635.52,,,2,,,1022.2,,,143,,0,,2,,
43MUC6100Z,PHILIPS,1626.06,-0.645,-2952.67,1,-0.667,-3,1249,0.065,76.67,174,20,0,0,0,,
55MUC8001Y,HISENSE,1618,-0.508,-1673.02,2,-0.6,-3,809,0.229,150.8,113,26,0,0,0,-1,-2
75E7KQ,METZ BLUE,1602.7,,,2,,,801.35,,,112,,0,,0,,
65PUS8057,SONY,1600,,,1,,,1600,,,223,,0,,0,,
65QLED870,LG,1598,-0.918,-17989.23,2,-0.887,-16,799,-0.279,-309.71,111,-34,0,-0.3,,,
50PUS8106,TOSHIBA,1598,,,2,,,799,,,111,,0,,2,,
40RS530K,SHARP,1588.26,10.265,1447.27,12,10.5,11,138.11,-0.02,-2.88,19,1,0.001,0,,,
65A6BG,CHIQ,1560,-0.773,-5323.26,2,-0.843,-11,780,0.445,240.14,109,38,0,-0.2,0,-1,-2
55UR91006LA,TECHWOOD,1556,,,4,,,389,,,54,,0,,0,,
OLED55C22LB,SONY,1539,-0.006,-10,1,0,0,1539,-0.006,-10,215,11,0,0,0,,
55 VLX 23 LDL,LG,1532,,,1,,,1149,,,160,,0,,0,,
GQ75Q72A,TELEFUNKEN,1524.98,-0.322,-724.99,2,-0.333,-1,762.49,0.017,12.5,106,8,0,0,0,,
LDDW19I,BLAUPUNKT,1521.41,-0.218,-423.33,9,-0.25,-3,169.05,0.043,6.98,24,2,0,0,0,,
TX-43MXX889,TOSHIBA,1521,-0.471,-1353.8,2,-0.167,0,760.5,-0.365,-437.33,106,-51,0,0,2,,
TX-43LXF977,LG,1520,,,1,,,1520,,,212,,0,,,,
HNE39GV210,SHARP,1516,,,4,,,379,,,53,,0,,0,,
85UXKQ,LG,1509.99,-0.182,-335,3,0,0,503.33,-0.182,-111.67,70,-11,0,0,3,,
GQ50Q64T,METZ,1509.98,-0.497,-1489.98,2,-0.5,-2,754.99,0.007,5,105,7,0,0,0,,
M2631D,LG,1505.5,,,1,,,1505.5,,,210,,0,,0,,
WEGAVISION UHD43B,METZ,1499.98,-0.33,-740.01,2,-0.333,-1,749.99,0.004,3.33,105,6,0.001,0,0,,
TX-65LXN978,NORDMENDE,1499.9,0.25,299.98,10,0.25,2,149.99,0,0,21,1,0,0,0,,
86UQ91009LA,TECHNISAT,1498,1,749,2,1,1,749,0,0,104,6,0,0,0,,
LT-32VAF3255,SAMSUNG,1497.81,-0.734,-4129.53,1,-0.714,-2,1497.81,-0.068,-110,209,-2,0,0,0,,
LT-24VAH3255,LG,1488.41,,,1,,,1488.41,,,208,,0,,0,,
D65U551X1CW,TOSHIBA,1486.17,,,3,,,495.39,,,69,,0.001,,0,,
GQ77S92C,METZ BLUE,1485.75,0.489,487.75,3,0.5,1,495.25,-0.008,-3.75,69,4,0,0,0,,
GQ75QN94C,TOSHIBA,1471.54,0.405,424.34,4,0.5,1,350.37,-0.063,-23.63,49,0,0.001,0,,,
32A4DG,TOSHIBA,1470.36,0.465,466.37,7,0.647,3,210.05,-0.111,-26.18,29,-2,0.001,0.1,4,,
FIRE TV F2,METZ BLUE,1468.53,,,3,,,564,,,79,,0,,0,,
TX-55LXX979,PHILIPS,1464.09,0.978,723.99,4,1,2,366.02,-0.011,-4.03,51,2,0,0,0,,
GQ65LS01BH,WE. BY LOEWE.,1451.82,,,1,,,1299,,,181,,0,,0,,
75C735,METZ,1445,1.365,834,8,1.667,5,180.63,-0.113,-23.04,25,-2,0,0,,,
55RP630,METZ,1439.96,0.021,30,4,0,0,359.99,0.021,7.5,50,4,0.001,0,0,,
XR-65A95K,METZ BLUE,1438,,,2,,,719,,,100,,0,,0,,
85PUS8808,LG,1436.99,-0.678,-3025.86,2,-0.566,-3,718.5,-0.259,-250.89,100,-27,0,0,2,,
65QG5E63,SAMSUNG,1428,-0.685,-3106.84,2,-0.714,-5,714,0.102,66.17,100,14,0,-0.1,0,-1,-4
32L3163,LG,1423.5,,,2,,,949,,,132,,0,,0,,
50UK3163,PANASONIC,1423.5,,,2,,,949,,,132,,0,,0,,
55 OLEDGD 960 B,SONY,1410.59,1.144,752.59,4,1.122,2,332.33,0.01,3.33,46,3,0.001,0,3,,
GQ50LS03B,TELEFUNKEN,1399.96,-0.411,-978.54,4,-0.412,-3,349.99,0.001,0.21,49,3,0,0,0,,
55U750N,COOCAA,1399.8,,,2,,,699.9,,,98,,0,,0,,
GQ65QN85B,SAMSUNG,1398.61,,,1,,,999.01,,,139,,0,,0,,
KD-65X89K,METZ,1396.48,,,2,,,698.24,,,97,,0.001,,0,,
XR-85X90K,TECHNISAT,1396,3,1047,4,3,3,349,0,0,49,3,0,0,0,,
65PUS8807,STRONG,1393,0.167,199,7,0.167,1,199,0,0,28,2,0.001,0,0,,
GQ55Q74B,PHILIPS,1391,,,2,,,695.5,,,97,,0,,,,
GQ55QN90B,SAMSUNG,1389,,,2,,,694.5,,,97,,0,,0,,
55FJ2E,PHILIPS,1363.05,,,2,,,681.53,,,95,,0,,0,,
55PUS7607,HISENSE,1351,,,1,,,1351,,,188,,0,,0,,
QN70GV315ISWW,SONY,1348.2,-0.865,-8631,25,0.636,10,53.5,-0.917,-594.5,7,-78,0,0,,,
55UL6B63,PANASONIC,1347,,,3,,,449,,,63,,0,,3,,
CS22WS01,TELEFUNKEN,1344,-0.461,-1149.49,4,-0.487,-4,336,0.051,16.32,47,5,0.009,0.8,,,
50A6BG,LG,1333.3,1.969,884.3,3,2.333,2,399.99,-0.109,-49.01,56,-3,0.001,0,,,
TX-43LXW834,TELEFUNKEN,1329.92,0.147,169.99,8,0.143,1,166.24,0.003,0.54,23,1,0,0,0,,
FIRE TV F2 L43M7-FV_,SAMSUNG,1322.25,-0.003,-4.59,2,0.069,0,530.32,-0.067,-38.32,74,-1,0,0,,,
UE85CU7172,REFLEXION,1316.51,-0.921,-15305.2,2,-0.907,-24,544.12,-0.147,-93.5,76,-8,0,-0.4,0,,
55P735,HISENSE,1309.39,-0.501,-1314.11,2,-0.5,-2,654.7,-0.002,-1.18,91,5,0,0,0,,
OLED55C17LB,PHILIPS,1300.58,,,1,,,999,,,139,,0,,,,
24PHS5507,BLAUPUNKT,1299.4,-0.512,-1365.37,5,-0.545,-6,259.88,0.073,17.63,36,4,0,0,0,,
UE50AU7090,LG,1287.09,,,2,,,532.33,,,74,,0,,2,,
55QNED866RE,CECOTEC,1285,0.003,4,4,0,0,321.25,0.003,1,45,3,0,0,0,,
40E2B11G,METZ,1279.92,1,639.96,8,1,4,159.99,0,0,22,1,0,0,0,,
48OLED935,PHILIPS,1265,,,6,,,230,,,32,,0.001,,0,,
32WK3C63,STRONG,1253,0.794,554.73,7,0.75,3,179,0.025,4.43,25,2,0.001,0,0,,
32FD2E,PANASONIC,1248.75,-0.737,-3505.77,1,-0.773,-4,999,0.156,134.54,139,26,0,-0.1,0,-1,-3
55A6CG,ANTTEQ,1246.99,2.594,899.99,3,2,2,415.66,0.198,68.66,58,12,0,0,,,
XR-55A83K,LG,1245.99,-0.232,-377.38,3,-0.303,-1,415.33,0.101,37.97,58,8,0.001,0,2,-0.39,-1
ALU20070S,CELLO,1241.33,,,3,,,399,,,56,,0.001,,0,,
55 CUA 7250 ROM,SAMSUNG,1238,,,2,,,619,,,86,,0,,0,,
43PUS8837,SHARP,1228.62,-0.57,-1627.78,6,-0.585,-8,223.39,0.036,7.81,31,3,0.001,-0.1,,,
32 GHB 6241,HISENSE,1225,-0.183,-274,1,0,0,1225,-0.183,-274,171,-26,0,0,,,
70E77HQ,SONY,1220.01,-0.798,-4825,1,-0.8,-4,1220.01,0.009,11.01,170,11,0,-0.1,,,
TOPAS 55 TY91 OLED TWIN R,TELEFUNKEN,1217.14,-0.203,-310.79,7,-0.194,-2,167.88,-0.011,-1.89,23,1,0.001,0,,,
70QA7D63,SAMSUNG,1213.45,,,1,,,1213.45,,,169,,0,,,,
UN55GV310I,LG,1205.12,,,1,,,1205.12,,,168,,0,,0,,
43PUS8057,CELLO,1203.17,3.645,944.17,4,3.416,3,272.43,0.052,13.43,38,4,0.001,0,,,
GQ50QN93C,TECHNISAT,1202.41,,,3,,,400.8,,,56,,0,,0,,
GQ75LS03A,LG,1201.01,-0.55,-1465.66,1,-0.7,-2,1201.01,0.501,401.01,167,62,0,0,0,,
40A5KQ,DYON,1200,-0.153,-216.96,4,-0.2,-1,300,0.059,16.61,42,5,0.001,0,0,,
LDDW22I PLUS,TECHNISAT,1199.98,-0.331,-593,2,-0.333,-1,599.99,0.004,2.33,84,5,0,0,0,,
TX-75MXW954,METZ BLUE,1197.81,,,1,,,1197.81,,,167,,0,,0,,
65PML9308,STRONG,1197,-0.225,-348.04,3,-0.25,-1,399,0.033,12.74,56,5,0,0,0,,
50UL6B63,CHIQ,1194,-0.625,-1988.01,6,-0.625,-10,199,0.001,0.12,28,2,0,0,0,,
TX-32LSN508,LG,1192.29,,,3,,,397.43,,,55,,0,,,,
OLED77G29LA,DYON,1189.99,-0.478,-1091.8,7,-0.47,-6,170,-0.017,-2.86,24,1,0,0,0,,
65OLED857,REFLEXION,1174.84,-0.275,-445.85,3,-0.264,-1,391.61,-0.015,-5.91,55,2,0.009,0.8,0,,
65EQ3E,XIAOMI,1167,0,0,3,0,0,389,0,0,54,3,0,0,0,,
50UA3D63,METZ BLUE,1158.49,-0.41,-806.39,4,-0.427,-3,331,0.028,9.09,46,4,0.001,-0.8,4,,
32 GHB 200,SAMSUNG,1157.7,-0.172,-241.3,1,0,0,1157.7,-0.172,-241.3,161,-22,0,0,,,
65XL9C63,LOEWE,1147.99,0.044,47.99,1,0,0,1147.99,0.044,47.99,160,16,0,0,,,
55A85H,DENVER,1144,0.194,185.63,7,0.43,2,160,-0.165,-31.67,22,-3,0.002,0.1,,,
48OLED837,XIAOMI,1143.82,,,4,,,272.34,,,38,,0,,4,,
75PUS8848,BLAUPUNKT,1128.12,1.058,579.87,4,1,2,282.03,0.029,7.9,39,3,0,0,0,,
GQ55Q60B,SONY,1116.53,-0.319,-522.82,1,-0.387,-1,999,0.111,100,139,21,0,0,0,,
XR-65X95K,DYON,1114.28,-0.392,-719.49,3,-0.4,-2,371.43,0.013,4.67,52,4,0,-0.1,0,,
43BJ5E,PHILIPS,1113.54,-0.867,-7266.97,5,-0.817,-23,216.22,-0.274,-81.45,30,-9,0.001,-0.3,,,
D32H554W1C,PANASONIC,1111,-0.847,-6151.64,1,-0.875,-7,1111,0.224,203.17,155,36,0,-0.1,0,-1,-5
OLED42C31LA,PANASONIC,1100.59,,,2,,,687.87,,,96,,0,,,,
55U8KQ,SONY,1100,-0.115,-142.86,1,0,0,1100,-0.115,-142.86,153,-10,0,0,,,
55A63H,LG,1099.99,0,0,1,0,0,1099.99,0,0,153,9,0,0,0,,
TX-55LXW724,SONY,1099,-0.643,-1977.5,1,-0.714,-2,1099,0.25,220,153,38,0,0,0,,
KD32W804,SAMSUNG,1099,-0.811,-4722.62,1,-0.8,-4,1099,-0.056,-65.32,153,0,0,0,0,,
48OLED848,SONY,1098,,,2,,,549,,,77,,0,,0,,
XH32K550,LG,1094.4,,,2,,,684,,,95,,0,,0,,
GQ75Q74B,LG,1082.25,,,1,,,999,,,139,,0,,0,,
GQ55Q72A,SONY,1078,,,1,,,1078,,,150,,0,,,,
TX-50LXX889,PANASONIC,1068.35,,,1,,,929,,,130,,0.001,,0,,
KD-55X80K,TELEFUNKEN,1065.62,,,2,,,532.81,,,74,,0,,0,,
TX-24MSW504,CHIQ,1061.22,0.076,75.03,3,0.556,1,379.01,-0.308,-168.88,53,-19,0,0,3,,
D55U750X2CWI,LG,1058,1.12,559,2,1,1,529,0.06,30,74,8,0,0,0,,
50MQLED80,TECHNISAT,1052,0.499,350,3,0.5,1,350.67,-0.001,-0.33,49,3,0,0,0,,
GQ50QN93B,TECHNISAT,1049.95,,,5,,,209.99,,,29,,0.001,,0,,
58E61KT,LG,1049.58,-0.425,-776.1,2,-0.556,-2,524.79,0.294,119.08,73,20,0,-0.2,0,,
LT-24VH5156,METZ,1049.58,-0.045,-49.98,3,-0.045,0,333.2,0,0,46,3,0.001,0,,,
32LA2063,LG,1049,-0.756,-3253.23,1,-0.768,-3,1049,0.049,48.92,146,15,0,-0.1,0,,
50PUS8548,PANASONIC,1049,0.104,99,1,0,0,1049,0.104,99,146,21,0,0,0,,
55PUS7608,TOSHIBA,1049,0.19,167.48,1,0,0,1049,0.19,167.48,146,30,0,0,0,,
XR-85X95J,PHILIPS,1049,-0.843,-5650.61,1,-0.844,-5,1049,0.002,2.19,146,9,0,0,,,
43A6BG,HISENSE,1040.21,,,1,,,799,,,111,,0,,0,,
XH24AN550MV,SONY,1038,-0.727,-2761.65,2,-0.641,-4,519,-0.239,-162.55,72,-17,0,-0.9,2,,
TX-50MXN968,LG,1028.58,-0.717,-2602.63,2,-0.714,-5,514.29,-0.009,-4.45,72,4,0,0,,,
GQ85QN95C,TOSHIBA,1027.02,-0.869,-6784.54,3,-0.881,-20,384.04,0.106,36.9,54,8,0,-0.3,,,
65OLED876,SONY,1027.01,,,1,,,1027.01,,,143,,0,,,,
QN55GV315ISW,PHILIPS,1026.59,-0.972,-36267.41,2,-0.972,-74,488.85,-0.004,-1.86,68,4,0.001,0,0,,
70E6KT,SONY,1009.25,-0.814,-4427.3,5,-0.816,-22,201.85,0.008,1.64,28,2,0.001,-0.4,2,-0.901,-18
OLED48C31LA,HISENSE,1000,-0.62,-1631.79,1,-0.587,-1,1000,-0.08,-87.04,139,-3,0,0,0,,
TECHNILINE 32 ISI 2 5532/97,LG,999,-0.835,-5071.85,1,-0.835,-5,999,0,0,139,8,0,0,0,,
65MUC7111Z,PHILIPS,998,,,2,,,499,,,70,,0,,0,,
43PFS6808,LG,994,-0.074,-80,2,0,0,497,-0.074,-40,69,-1,0,0,,,
43LL3C63,LG,980.81,,,1,,,980.81,,,137,,0,,0,,
OLED65C29LD,PANASONIC,976.36,,,1,,,849.01,,,118,,0.001,,0,,
GU43AU7179,METZ BLUE,975.8,0,0,2,0,0,487.9,0,0,68,4,0,0,0,,
TX-43LXW944,HISENSE,961.01,,,1,,,961.01,,,134,,0,,,,
U50H7A,SHARP,958.04,,,4,,,239.51,,,33,,0.001,,0,,
TX-43JXW704,SAMSUNG,958,,,2,,,479,,,67,,0,,0,,
55C641,TOSHIBA,951.79,0.37,256.89,2,0.704,1,393.13,-0.196,-95.87,55,-9,0,0,2,,
XF43AN750M,SONY,949,-0.885,-7275.67,1,-0.885,-8,949,0,0,132,8,0,-0.1,0,,
GU55AU7179,LG,932.16,0.02,17.84,4,0,0,233.04,0.02,4.46,32,2,0,0,0,,
32WV2E63DG,TELEFUNKEN,930.39,-0.028,-26.59,5,0.06,0,175.48,-0.083,-15.91,24,-1,0,0,,,
OLED88Z29LA,LG,930,-0.78,-3301.93,2,-0.75,-6,465,-0.121,-63.99,65,-5,0,0,,,
TX-48MZF1507,JTC,929.97,-0.371,-547.43,8,-0.444,-7,111.6,0.133,13.1,16,3,0.001,-0.1,,,
UN65GV320I,XIAOMI,929.44,-0.747,-2739.84,4,-0.786,-16,217.53,0.186,34.07,30,6,0.001,0,0,,
50UQ75009LF,HISENSE,925.4,-0.724,-2425.37,1,-0.708,-3,661,-0.053,-37.08,92,0,0,0,1,-0.514,-1
85A6EG,PHILIPS,924.12,,,1,,,924.12,,,129,,0,,0,,
TX-65JZW1004,PHILIPS,922.6,,,1,,,659,,,92,,0,,0,,
32 GHB 6240,JVC,920,-0.475,-832.67,2,-0.5,-2,420,0.05,19.93,59,6,0,0,0,,
55MOD9001Z,TECHNISAT,917.69,,,2,,,458.85,,,64,,0,,0,,
DVL-3273,LG,911.76,,,2,,,500,,,70,,0,,,,
55NANO769QA,LG,911.25,,,1,,,729,,,102,,0,,,,
TX-55MXN888,METZ,909.29,0.179,138.29,5,0.25,1,181.86,-0.057,-10.89,25,0,0,0,0,,
ENTER 40 PRO X2,LOEWE,904.03,,,1,,,678.02,,,95,,0,,0,,
D43V850M5CWH,PANASONIC,900,,,1,,,900,,,126,,0,,0,,
UE32T4302,XIAOMI,874.52,,,1,,,874.52,,,122,,0,,0,,
BILD I.65 DR+,TOSHIBA,873.53,,,3,,,330,,,46,,0,,0,,
48OLED806,CELLO,872.5,,,3,,,349,,,49,,0,,0,,
65 GUB 7240,HISENSE,870,-0.129,-129,1,0,0,870,-0.129,-129,121,-10,0,0,0,,
43A6GG,METZ BLUE,866,0,0,2,0,0,433,0,0,60,3,0,0,0,,
50RP630,TECHNISAT,858,,,2,,,429,,,60,,0,,0,,
85P735,PHILIPS,858,0,0,2,0,0,429,0,0,60,3,0,0,,,
58A79GQ,SONY,856.12,,,1,,,856.12,,,119,,0,,,,
GQ43Q72A,SONY,855,,,1,,,855,,,119,,0,,,,
43E77KQ,PHILIPS,849.99,0.848,390,2,1,1,425,-0.076,-35,59,-1,0,0,,,
43P638,SONY,849.01,-0.125,-120.99,1,0,0,849.01,-0.125,-120.99,118,-9,0,0,,,
70E78HQ,SONY,846.23,,,1,,,650,,,91,,0,,0,,
UE55CU7172,TOSHIBA,846.21,-0.613,-1342.22,1,-0.551,-2,649.99,-0.138,-104.15,91,-8,0,0,,,
55 VOE 73,TOSHIBA,838.6,-0.632,-1438.6,1,-0.632,-2,599,0,-0.26,84,5,0,0,0,,
24MTC6000Z,MI,815.55,0.152,107.87,4,0.38,1,207.99,-0.165,-41.01,29,-4,0,0,,,
40 GFB 6241,SONY,814.36,,,2,,,407.18,,,57,,0,,0,,
43A66H,JTC,809.53,,,7,,,115.65,,,16,,0.001,,,,
43 VOE 73,SAMSUNG,804.87,,,1,,,804.87,,,112,,0,,0,,
55OLED848,PANASONIC,800,,,1,,,800,,,112,,0,,0,,
D43V950M2CWH,LG,799,-0.07,-60.01,1,0,0,799,-0.07,-60.01,111,-1,0,0,0,,
TX-65LXW944,HISENSE,799,,,1,,,799,,,111,,0,,0,,
GQ55Q80B,LG,799,-0.5,-799,1,-0.5,-1,799,0,0,111,6,0,0,0,,
55UA3D63,HISENSE,799,,,1,,,799,,,111,,0,,,,
65ART90E9QA,STRONG,798.63,0.522,273.91,3,0.5,1,266.21,0.015,3.85,37,3,0.001,0,0,,
QU70AN900S,METZ BLUE,798,-0.214,-217.47,1,-0.232,0,798,0.023,18,111,9,0,0,0,,
55OLED907,SAMSUNG,798,-0.644,-1440.45,2,-0.608,-3,399,-0.091,-39.91,56,-2,0,-0.1,,,
SRT 24HE4023,STRONG,798,0,0,2,0,0,399,0,0,56,3,0,0,0,,
OLED65C21LA,OPTICUM,798,0.028,21.98,2,0,0,399,0.028,10.99,56,5,0,0,0,,
OLED55B26LA,TELEFUNKEN,798,-0.68,-1697.74,2,-0.683,-4,399,0.007,2.97,56,4,0.009,0.8,0,,
XU55SN550S,SAMSUNG,798,,,2,,,399,,,56,,0,,0,,
XH32N550S,PANASONIC,796.62,,,1,,,796.62,,,111,,0,,0,,
55 CUA 8290 PARIS,PHILIPS,793.5,-0.474,-715.7,2,-0.464,-1,529,-0.019,-10,74,3,0.003,0.3,0,,
TX-32GW324,SELFSAT,792.95,,,3,,,279,,,39,,0,,0,,
65PUS8837,PANASONIC,792.66,-0.557,-998,2,-0.556,-2,495.41,-0.004,-1.99,69,4,0,-0.8,0,,
LED-3280,METZ BLUE,792.09,-0.41,-550.91,6,-0.322,-3,129.85,-0.13,-19.37,18,-1,0.001,0.1,6,,
75 VCE 223,LG,791.9,-0.504,-803.16,1,-0.5,-1,791.9,-0.007,-5.63,110,6,0,0,,,
50QNED756RA,HISENSE,785.54,,,1,,,785.54,,,110,,0,,0,,
GQ65QN700B,STRONG,785,-0.605,-1202,5,-0.615,-8,157,0.027,4.15,22,2,0,0,,,
55RC630,TOSHIBA,779,,,1,,,779,,,109,,0,,0,,
